dataset,num_rows,num_features,num_train,num_test,accuracy,macro_f1,vpn_precision,vpn_recall,roc_auc,average_precision
TimeBasedFeatures-Dataset-15s.arff,18758,23,14068,4690,0.9194029850746268,0.9190762748629497,0.9078377313903111,0.9412004899959167,0.9768545622078169,0.9775961671620594
