dataset,num_rows,num_features,num_train,num_test,accuracy,macro_f1,vpn_precision,vpn_recall,roc_auc,average_precision
TimeBasedFeatures-Dataset-120s.arff,10782,23,8086,2696,0.8909495548961425,0.8904280172854729,0.8778833107191316,0.9190340909090909,0.960156139716262,0.9579544390897976
